time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-06-08T03:59:53.202Z,43.666,16.07,14.92,4.4,mb,,30,1.346,0.73,us,us7000eb00,2022-01-21T10:24:40.485Z,"12 km E of Brodarica, Croatia",earthquake,5,4.9,0.126,18,reviewed,us,us
2021-05-15T07:56:02.685Z,43.3128,12.5915,10.76,4.1,mb,,67,0.069,0.73,us,us7000e3cn,2021-07-24T21:07:08.040Z,"1 km SE of Cipolleto, Italy",earthquake,4.8,5.4,0.234,6,reviewed,us,us
2021-05-07T03:08:07.432Z,37.6674,19.7637,10,4.3,mb,,130,1.788,0.99,us,us7000e0w6,2021-07-23T18:08:15.040Z,"83 km SW of Lixoúri, Greece",earthquake,5.2,1.9,0.218,7,reviewed,us,us
2021-05-06T19:59:30.523Z,44.9349,17.294,2.28,3.2,ml,,120,0.201,0.43,us,us7000e0sx,2022-01-05T07:10:07.197Z,"2 km N of Laktaši, Bosnia and Herzegovina",earthquake,2.9,7,0.053,46,reviewed,us,us
2021-05-03T02:07:11.071Z,39.0679,13.8322,413.43,4.1,mb,,61,1.648,1.05,us,us7000dzlj,2021-07-10T20:15:06.040Z,"68 km NE of Ustica, Italy",earthquake,6.1,11.7,0.087,36,reviewed,us,us
2021-05-01T19:18:03.434Z,38.9178,14.8202,291.95,4,mb,,57,1.067,0.79,us,us7000dzbx,2021-07-10T20:14:54.040Z,"37 km N of Malfa, Italy",earthquake,7.9,7.5,0.113,21,reviewed,us,us
2021-04-27T15:45:40.657Z,42.8839,17.8958,9.16,3.3,ml,,69,1.104,0.38,us,us7000dxvm,2022-08-09T04:51:24.909Z,"6 km NE of Podgora, Croatia",earthquake,5.1,9.1,0.057,40,reviewed,us,us
2021-04-20T21:15:40.113Z,45.8625,16.047,13.95,3,ml,,72,0.791,0.71,us,us6000e3bs,2022-08-09T04:44:05.102Z,"3 km NNW of Dubrava, Croatia",earthquake,4.6,7.5,0.054,45,reviewed,us,us
2021-04-19T22:57:11.756Z,47.7814,16.1948,10.56,3.9,mwr,,29,0.106,0.77,us,us6000e30a,2021-07-03T16:48:33.040Z,"3 km SW of Wiener Neustadt, Austria",earthquake,4.1,4.3,0.055,32,reviewed,us,us
2021-04-15T04:33:34.890Z,42.4764,16.0722,19.4,4.6,mb,,70,1.675,0.33,us,us6000e1pg,2021-06-19T21:25:40.040Z,"59 km N of Peschici, Italy",earthquake,5.3,5.4,0.172,10,reviewed,us,us
2021-04-07T02:06:07.228Z,41.5234,19.5141,10,4.1,mb,,53,0.925,0.94,us,us6000dzjv,2021-06-12T21:37:57.040Z,"16 km WSW of Mamurras, Albania",earthquake,4.7,1.9,0.213,6,reviewed,us,us
2021-04-06T08:54:21.522Z,45.2099,16.2781,10,4.7,mb,,37,0.791,0.94,us,us6000dzdc,2021-06-12T21:37:43.040Z,"16 km NNW of Dvor, Croatia",earthquake,3.6,1.6,0.092,36,reviewed,us,us
2021-04-05T05:02:33.968Z,40.1867,19.8297,10,4.3,mb,,80,0.333,0.56,us,us6000dz2z,2021-06-12T21:37:15.040Z,"11 km NE of Himarë, Albania",earthquake,4.7,1.9,0.142,15,reviewed,us,us
2021-04-01T14:33:33.714Z,36.4139,7.1942,10,4.8,mb,,89,1.871,1.04,us,us6000dy9p,2021-06-08T17:59:44.040Z,"21 km WSW of Guelma, Algeria",earthquake,5.3,1.9,0.074,56,reviewed,us,us
2021-03-30T16:25:00.931Z,47.7597,16.1965,7.02,4,mwr,,52,0.684,0.5,us,us6000dxnl,2021-06-08T17:59:14.040Z,"3 km NW of Lanzenkirchen, Austria",earthquake,2.6,5.2,0.059,28,reviewed,us,us
2021-03-30T07:35:42.674Z,42.4699,16.0532,5,4.3,mwr,,41,1.659,0.65,us,us6000dxka,2021-06-08T17:59:11.040Z,"58 km N of Peschici, Italy",earthquake,1.7,1.9,0.05,38,reviewed,us,us
2021-03-27T14:01:03.857Z,42.4478,16.074,10,4.4,mb,,41,1.662,1.1,us,us6000dx0n,2021-06-08T17:58:48.040Z,"56 km N of Peschici, Italy",earthquake,4.5,1.9,0.156,13,reviewed,us,us
2021-03-27T13:47:55.267Z,42.4479,16.0496,7,5.5,mww,,30,1.651,0.88,us,us6000dx0m,2021-12-11T13:15:43.423Z,"55 km N of Peschici, Italy",earthquake,4.6,1.8,0.043,53,reviewed,us,us
2021-03-25T02:37:14.465Z,36.8311,5.1854,10,4.6,mb,,52,3.144,0.66,us,us6000dw83,2022-08-09T04:23:39.357Z,"12 km NE of Bejaïa, Algeria",earthquake,6.8,1.9,0.114,23,reviewed,us,us
2021-03-24T23:23:54.166Z,36.8879,5.2734,10,4.5,mb,,68,3.105,0.48,us,us6000dw71,2021-06-02T15:22:42.040Z,"northern Algeria",earthquake,6.3,1.9,0.127,18,reviewed,us,us
2021-03-19T02:48:22.267Z,36.5637,6.7925,10,3.9,mb,,74,2.227,1.26,us,us7000dku9,2021-06-02T15:23:53.040Z,"18 km NE of Didouche Mourad, Algeria",earthquake,5.5,2,0.257,4,reviewed,us,us
2021-03-18T16:21:43.274Z,36.9558,5.2711,10,4.4,mb,,90,3.039,0.87,us,us7000dkml,2021-05-26T22:08:57.040Z,"27 km NE of Bejaïa, Algeria",earthquake,6.4,1.6,0.097,35,reviewed,us,us
2021-03-18T00:33:27.553Z,36.8702,5.23,10,4.7,mb,,63,3.114,0.55,us,us7000dkfe,2021-05-26T22:08:44.040Z,"18 km NE of Bejaïa, Algeria",earthquake,6.3,1.8,0.07,62,reviewed,us,us
2021-03-18T00:17:05.186Z,36.9107,5.3143,10,5,mww,,38,3.092,0.55,us,us7000dkfb,2021-05-26T22:08:44.040Z,"26 km NE of Bejaïa, Algeria",earthquake,6.4,1.8,0.073,18,reviewed,us,us
2021-03-18T00:14:21.893Z,36.9455,5.2122,10,4.6,mb,,85,3.038,0.61,us,us6000dwmk,2021-05-26T22:08:43.040Z,"23 km NNE of Bejaïa, Algeria",earthquake,6.1,1.7,0.141,15,reviewed,us,us
2021-03-18T00:04:06.698Z,36.9206,5.2014,8,6,mww,,20,3.06,0.45,us,us7000dker,2021-09-25T11:46:15.930Z,"21 km NNE of Bejaïa, Algeria",earthquake,6.9,1.8,0.033,86,reviewed,us,us
2021-03-17T21:49:52.929Z,36.4899,6.7463,10,4.5,mb,,76,2.236,0.88,us,us7000dkdu,2021-05-26T22:08:41.040Z,"10 km ENE of Didouche Mourad, Algeria",earthquake,5.1,1.9,0.078,49,reviewed,us,us
2021-03-03T04:37:15.127Z,45.4227,16.0656,13.87,4.2,mb,,45,1.04,0.56,us,us7000df1q,2021-05-13T22:41:41.040Z,"9 km N of Glina, Croatia",earthquake,4.4,5.7,0.186,8,reviewed,us,us
2021-03-01T07:13:37.272Z,39.4264,15.8204,248.32,4.3,mb,,69,0.566,0.61,us,us7000deid,2021-05-13T22:39:08.040Z,"southern Italy",earthquake,6.5,4.9,0.106,25,reviewed,us,us
2021-02-24T22:07:17.252Z,42.717,18.0711,10.5,4.3,mb,,30,0.924,0.75,us,us7000ddfp,2021-05-04T14:17:02.040Z,"4 km NNW of Mokošica, Croatia",earthquake,4.1,5,0.109,24,reviewed,us,us
2021-02-24T09:58:29.362Z,45.4812,16.2324,10,3.9,mwr,,34,0.995,0.82,us,us6000dkmi,2021-05-04T14:16:51.040Z,"6 km NW of Petrinja, Croatia",earthquake,3.9,1.9,0.071,19,reviewed,us,us
2021-02-22T12:04:06.461Z,45.7971,10.9632,10.94,4.3,mb,,36,0.541,0.44,us,us6000dk2l,2021-05-04T14:16:16.040Z,"2 km SSE of Brentonico, Italy",earthquake,1.7,5.2,0.178,9,reviewed,us,us
2021-01-27T21:46:07.436Z,43.3316,13.8238,16.58,3.4,ml,,89,0.447,1.03,us,us6000dchr,2021-04-13T17:04:28.040Z,"8 km ENE of Civitanova Marche, Italy",earthquake,2.1,5.1,0.057,41,reviewed,us,us
2021-01-26T14:32:42.093Z,41.4988,19.4656,2.94,4.4,mb,,34,0.942,0.96,us,us7000d3f3,2021-04-13T17:07:40.040Z,"19 km NNW of Shijak, Albania",earthquake,4,4.7,0.13,21,reviewed,us,us
2021-01-20T07:30:27.310Z,47.6214,14.3852,5,3.9,mwr,,27,0.242,1.23,us,us7000d1k8,2021-03-27T21:05:38.040Z,"3 km NNE of Ardning, Austria",earthquake,1.9,1.8,0.052,35,reviewed,us,us
2021-01-15T12:01:37.377Z,45.5036,15.9667,10,4.4,mb,,73,1.119,0.56,us,us7000d0aq,2021-03-27T21:04:33.040Z,"8 km ESE of Lasinja, Croatia",earthquake,3,1.9,0.143,14,reviewed,us,us
2021-01-12T07:26:33.870Z,40.0828,19.7021,10,4.5,mb,,47,0.376,1.09,us,us6000d7nf,2021-03-20T21:24:37.040Z,"4 km WSW of Himarë, Albania",earthquake,5.2,1.9,0.15,13,reviewed,us,us
2021-01-10T23:28:01.560Z,45.4703,16.2109,9.59,3.8,mb,,49,0.997,0.76,us,us6000d7bt,2022-01-04T11:26:35.625Z,"7 km WNW of Petrinja, Croatia",earthquake,3.1,6.7,0.36,2,reviewed,us,us
2021-01-09T21:29:09.958Z,45.406,16.3169,5.39,4.2,mwr,,20,0.899,0.63,us,us6000d73g,2022-07-23T13:45:21.940Z,"4 km SSE of Petrinja, Croatia",earthquake,2.6,4,0.042,54,reviewed,us,us
2021-01-07T11:06:46.087Z,45.4828,16.2423,9.54,4,mb,,40,0.991,0.75,us,us6000d6ff,2022-08-09T02:20:28.198Z,"6 km NW of Petrinja, Croatia",earthquake,4.3,4.2,0.156,11,reviewed,us,us
2021-01-06T17:01:43.679Z,45.4322,16.2422,10,4.7,mwr,,24,0.955,0.75,us,us6000d66s,2022-07-23T13:43:21.442Z,"3 km W of Petrinja, Croatia",earthquake,3.7,1.8,0.041,57,reviewed,us,us
2021-01-05T06:11:42.468Z,45.4625,16.28,10.31,3.3,ml,,71,0.958,0.41,us,us6000d5pk,2021-03-13T22:59:20.040Z,"2 km NNW of Petrinja, Croatia",earthquake,4.9,8,0.053,46,reviewed,us,us
2021-01-04T06:49:54.424Z,45.4155,16.2628,10,4.4,mb,,23,0.932,0.72,us,us6000d5di,2022-07-23T13:42:13.317Z,"3 km SW of Petrinja, Croatia",earthquake,3.8,1.5,0.161,11,reviewed,us,us
2021-01-02T18:00:42.572Z,45.4512,16.2853,11.51,3.4,ml,,70,0.947,0.57,us,us6000d52g,2022-08-09T02:16:02.995Z,"1 km NNW of Petrinja, Croatia",earthquake,1.9,7.4,0.051,50,reviewed,us,us
2020-12-31T08:15:46.036Z,45.5277,16.1641,10,3.7,ml,,69,1.034,0.87,us,us6000d4ii,2021-03-06T23:20:54.040Z,"7 km SSW of Lekenik, Croatia",earthquake,3.9,2,0.052,48,reviewed,us,us
2020-12-30T05:26:42.121Z,45.5266,16.16,10,4.3,mwr,,15,1.036,0.83,us,us6000d497,2021-03-06T23:20:35.040Z,"7 km SSW of Lekenik, Croatia",earthquake,4.6,1.8,0.045,48,reviewed,us,us
2020-12-30T05:15:05.010Z,45.454,16.1814,10,4.4,mwr,,20,1,0.57,us,us6000d48z,2021-03-06T23:20:35.040Z,"8 km WNW of Petrinja, Croatia",earthquake,1.7,1.8,0.041,57,reviewed,us,us
2020-12-29T14:36:56.473Z,45.1886,11.0546,10,4.6,mb,,25,0.47,0.51,us,us6000d40l,2021-03-06T23:20:19.040Z,"0 km NNW of Nogara, Italy",earthquake,3.9,1.8,0.073,55,reviewed,us,us
2020-12-29T12:34:43.540Z,45.4504,16.204,10,4.4,mb,,31,0.986,0.48,us,us6000d3zz,2021-03-06T23:20:17.040Z,"Croatia region",earthquake,3.6,1.8,0.12,20,reviewed,us,us
2020-12-29T11:29:05.687Z,45.3665,16.2696,10,4.5,mb,,56,0.895,0.74,us,us6000d6fv,2021-03-06T23:20:17.040Z,"8 km SSW of Petrinja, Croatia",earthquake,2.3,1.9,0.382,2,reviewed,us,us
2020-12-29T11:23:46.151Z,45.3879,16.2421,10,4.9,mb,,68,0.924,0.93,us,us6000d6ft,2021-03-06T23:20:16.040Z,"6 km SW of Petrinja, Croatia",earthquake,3.6,1.9,0.177,10,reviewed,us,us
2020-12-29T11:19:54.762Z,45.4244,16.2573,10,6.4,mww,,13,0.941,0.75,us,us6000d3zh,2023-11-21T19:23:39.177Z,"2 km WSW of Petrinja, Croatia",earthquake,4.4,1.8,0.033,89,reviewed,us,us
2020-12-28T06:49:56.224Z,45.4238,16.2895,10,4.3,mwr,,45,0.925,0.61,us,us6000d3lf,2022-07-23T13:40:35.904Z,"1 km S of Petrinja, Croatia",earthquake,4.1,1.9,0.051,37,reviewed,us,us
2020-12-28T05:28:07.913Z,45.4413,16.1877,10,4.8,mwr,,13,0.988,0.56,us,us6000d3kv,2022-07-23T13:39:39.229Z,"8 km W of Petrinja, Croatia",earthquake,3.5,1.6,0.046,45,reviewed,us,us
2020-12-22T20:27:23.419Z,36.9548,14.4067,23.02,4.5,mb,,44,0.269,1.03,us,us6000d1yt,2021-02-27T23:23:47.040Z,"7 km NNW of Scoglitti, Italy",earthquake,4.8,4.9,0.07,64,reviewed,us,us
2020-12-19T10:57:42.755Z,38.12,16.0114,15.4,4.1,mb,,62,0.167,0.66,us,us7000csey,2021-02-27T23:26:08.040Z,"5 km WSW of San Luca, Italy",earthquake,4.7,5.3,0.158,11,reviewed,us,us
2020-12-19T00:53:12.938Z,40.0874,19.8769,11.55,4.1,mb,,39,0.379,0.83,us,us7000csar,2021-02-27T23:26:02.040Z,"11 km E of Himarë, Albania",earthquake,5.1,6.3,0.144,13,reviewed,us,us
2020-12-17T15:59:19.921Z,45.3687,9.2044,10,4.1,mb,,102,1.108,0.78,us,us7000cru1,2021-02-27T23:25:13.040Z,"0 km SW of Opera, Italy",earthquake,3.8,1.5,0.303,3,reviewed,us,us
2020-12-06T07:19:42.645Z,41.497,19.5428,10,4.5,mb,,36,0.955,0.72,us,us7000cnkw,2022-08-09T01:41:28.758Z,"14 km W of Fushë-Krujë, Albania",earthquake,4.2,1.9,0.092,35,reviewed,us,us
2020-12-06T01:50:03.891Z,40.1517,13.0087,459.86,4,mb,,59,1.977,1.07,us,us7000cniy,2021-02-12T22:39:35.040Z,"79 km SSW of Ventotene, Italy",earthquake,12.2,12.5,0.156,11,reviewed,us,us
2020-11-22T11:10:32.132Z,36.6127,6.6853,10,4.3,mb,,81,2.325,0.91,us,us6000crg3,2021-02-03T17:50:26.040Z,"18 km NNE of Didouche Mourad, Algeria",earthquake,7.8,1.9,0.189,8,reviewed,us,us
2020-11-22T03:53:08.474Z,36.6442,6.8625,10,5.1,mww,,37,2.205,1.25,us,us6000crds,2022-03-10T05:48:26.167Z,"24 km WSW of Azzaba, Algeria",earthquake,6.5,1.8,0.048,41,reviewed,us,us
2020-11-01T13:15:41.906Z,44.3087,15.4606,10,4.6,mb,,19,1.308,0.67,us,us7000c8yb,2021-01-18T23:01:57.040Z,"2 km NE of Starigrad, Croatia",earthquake,3.9,1.8,0.083,43,reviewed,us,us
2020-10-25T19:35:44.663Z,47.0146,9.1408,5,4,mwr,,91,0.558,0.91,us,us6000cd1u,2021-01-09T20:05:26.040Z,"5 km ESE of Ennenda, Switzerland",earthquake,3.2,2,0.048,42,reviewed,us,us
2020-10-24T20:48:17.762Z,38.7417,14.1364,34.94,4.3,mb,,76,1.282,0.59,us,us6000ccr1,2021-01-09T20:05:24.040Z,"63 km WNW of Leni, Italy",earthquake,3.8,6.8,0.178,9,reviewed,us,us
2020-10-09T14:36:33.395Z,41.5072,19.4599,10,4.5,mb,,50,0.933,0.68,us,us6000c72t,2020-12-19T17:22:41.040Z,"20 km NNW of Shijak, Albania",earthquake,3.4,1.9,0.221,6,reviewed,us,us
2020-10-07T23:44:57.310Z,41.5363,19.5193,13.39,4.2,mb,,48,0.913,0.63,us,us6000c6kv,2020-12-19T17:22:39.040Z,"15 km WSW of Mamurras, Albania",earthquake,3.2,5.5,0.159,11,reviewed,us,us
2020-10-07T22:13:05.216Z,41.4658,19.5704,10,4.6,mb,,42,0.99,0.77,us,us6000c6kg,2020-12-19T17:22:39.040Z,"10 km NW of Vorë, Albania",earthquake,4.1,1.9,0.102,29,reviewed,us,us
2020-09-24T22:38:51.224Z,38.9107,15.5894,211.73,4.2,mb,,51,0.691,1.01,us,us6000c36g,2020-12-05T21:03:08.040Z,"36 km NW of Santa Domenica, Italy",earthquake,6.4,7.4,0.152,12,reviewed,us,us
2020-09-24T19:21:39.356Z,40.9809,19.7837,10,4.6,mb,,35,1.266,0.95,us,us6000c0rq,2020-12-05T21:02:57.040Z,"7 km SSE of Peqin, Albania",earthquake,5.6,1.7,0.193,8,reviewed,us,us
2020-09-23T23:25:09.198Z,40.9687,19.7553,10,4.4,mb,,39,1.255,1.28,us,us6000c0c1,2020-12-05T21:02:55.040Z,"5 km NE of Lushnjë, Albania",earthquake,4.6,1.9,0.107,25,reviewed,us,us
2020-09-20T10:59:03.383Z,44.2016,15.9793,10,4,mb,,28,1.021,0.75,us,us7000bqgv,2020-11-28T21:31:57.040Z,"15 km SE of Gra?ac, Croatia",earthquake,4.6,1.9,0.173,9,reviewed,us,us
2020-09-12T16:46:05.438Z,41.7331,19.7462,10,4.3,mb,,43,0.784,1.36,us,us7000bmgw,2020-11-21T20:10:38.040Z,"5 km SW of Rubik, Albania",earthquake,4.6,1.9,0.169,10,reviewed,us,us
2020-08-24T23:02:08.662Z,39.9168,15.608,276.85,4.2,mb,,28,0.177,0.89,us,us7000bccs,2020-10-31T19:06:25.040Z,"12 km SW of Maratea, Italy",earthquake,6.7,5.8,0.096,34,reviewed,us,us
2020-08-22T10:25:41.367Z,41.5314,19.5833,15.76,4.2,mb,,49,0.929,0.68,us,us6000bizv,2020-10-31T19:06:16.040Z,"10 km WSW of Mamurras, Albania",earthquake,6.3,3.5,0.199,7,reviewed,us,us
2020-08-16T18:37:15.858Z,44.1577,18.0582,10,3.4,ml,,42,0.861,1.01,us,us6000bfnv,2020-10-24T20:08:57.040Z,"5 km WNW of Kakanj, Bosnia and Herzegovina",earthquake,4.7,2,0.055,44,reviewed,us,us
2020-08-15T18:26:15.093Z,44.789,17.2902,9.37,2.8,ml,,119,0.085,0.42,us,us6000bfgp,2020-10-24T20:08:55.040Z,"7 km ENE of Starcevica, Bosnia and Herzegovina",earthquake,3.1,6,0.057,40,reviewed,us,us
2020-08-15T01:12:30.489Z,44.1142,18.2347,10,2.9,ml,,139,0.984,0.7,us,us6000bf2s,2020-10-24T20:08:52.040Z,"8 km N of Gornja Breza, Bosnia and Herzegovina",earthquake,4.8,2,0.056,42,reviewed,us,us
2020-08-08T19:44:45.363Z,47.2359,10.5853,2.27,3.6,ml,,40,0.236,0.74,us,us6000bb6z,2020-10-21T22:03:59.040Z,"5 km SE of Gramais, Austria",earthquake,2.4,7.2,0.046,62,reviewed,us,us
2020-08-07T11:13:34.544Z,36.5773,6.3168,10,4.5,mb,,49,2.592,0.76,us,us6000baiw,2020-10-21T22:03:55.040Z,"8 km NE of Sidi Mérouane, Algeria",earthquake,3.6,1.8,0.07,60,reviewed,us,us
2020-08-07T06:15:37.835Z,36.5497,6.2708,10,5,mww,,44,2.619,0.76,us,us6000bag6,2022-03-10T05:31:32.704Z,"3 km NNE of Sidi Mérouane, Algeria",earthquake,6.8,1.9,0.058,29,reviewed,us,us
2020-07-26T14:16:01.740Z,40.9533,19.7445,10,4.5,mb,,51,1.239,0.99,us,us6000b4e8,2020-10-03T17:32:25.040Z,"3 km ENE of Lushnjë, Albania",earthquake,5.5,1.9,0.097,37,reviewed,us,us
2020-07-23T17:23:47.146Z,41.4818,19.4308,9.77,4.1,mb,,51,0.955,1.02,us,us6000b2sv,2020-10-03T17:32:17.040Z,"17 km N of Durrës, Albania",earthquake,3,7.8,0.302,3,reviewed,us,us
2020-07-17T08:12:44.146Z,36.462,6.2391,10,4.6,mb,,60,2.619,0.74,us,us7000aq6y,2020-09-26T16:58:33.040Z,"2 km WNW of Mila, Algeria",earthquake,2.9,1.9,0.088,38,reviewed,us,us
